species,population,plant_height_cm,corolla_area_mm2,spur_length_mm,first_flower_day,flowers,fruits,mean_fruit_mass_mg
densiflora,ismantorp,22.8,84.9927,13.43,188,29,28,6.0933333330000004
densiflora,ismantorp,36.1,166.2276,16.33,185,50,46,14.143333330000001
densiflora,ismantorp,33.1,135.4372,13.23,188,58,58,12.223333330000001
densiflora,ismantorp,27.7,101.519,15.59,187,36,33,7.7733333330000001
densiflora,ismantorp,40.5,130.4386,15.39,187,54,48,8.7799999999999994
densiflora,ismantorp,34.8,134.936,16.79,186,39,35,11.23666667
densiflora,ismantorp,31,106.4637,13.38,184,68,68,7.06
densiflora,ismantorp,36.9,130.2051,13.3,185,33,33,11.34333333
densiflora,ismantorp,26.4,129.444,16.29,180,31,29,7.516666667
densiflora,ismantorp,33.8,132.9216,16.25,183,37,34,9.84
densiflora,ismantorp,31.6,156.1365,15.06,185,28,27,9.4166666669999994
densiflora,ismantorp,33.4,147.0668,14.9,186,39,39,7.22
densiflora,ismantorp,26.9,85.9902,11.26,187,34,32,6.7166666670000001
densiflora,ismantorp,29.4,132.7515,14.76,187,48,43,10.18
densiflora,ismantorp,30.8,135.8505,10.99,187,45,38,9.5466666670000002
densiflora,ismantorp,31.6,141.8208,14.4,181,37,36,9.06
densiflora,ismantorp,32,112.905,13.73,181,43,42,10.94
densiflora,ismantorp,34.8,114.7062,13.35,189,57,56,11.65666667
densiflora,ismantorp,36.3,122.092,16.5,184,33,32,8.84
densiflora,ismantorp,28.5,88.506,14.19,189,40,28,9.31
densiflora,ismantorp,33.5,103.4922,14.75,188,30,30,6.4633333329999996
densiflora,ismantorp,37.8,151.164,13.86,186,26,26,10.57
densiflora,ismantorp,26.9,101.9163,10.28,187,31,24,7.0433333329999996
densiflora,ismantorp,25.8,82.2492,13.73,187,34,33,11.706666670000001
densiflora,ismantorp,32.5,148.452,11.68,183,51,47,10.573333330000001
densiflora,ismantorp,23,138.9975,16.89,184,31,29,6.346666667
densiflora,ismantorp,30.5,113.3744,13.86,184,33,31,11.83333333
densiflora,ismantorp,24.4,116.046,14.05,183,31,28,9.2533333330000005
densiflora,ismantorp,35.2,130.0601,14.83,183,39,35,11.606666669999999
densiflora,ismantorp,30.2,121.2878,13.02,188,49,45,7.89
densiflora,ismantorp,24.2,126.405,11.38,187,39,27,5.9066666669999996
densiflora,ismantorp,40.6,150.552,17.2,186,46,45,12.553333329999999
densiflora,ismantorp,37.5,163.6362,14.93,185,27,22,12.23
densiflora,ismantorp,34.7,131.7442,15.53,188,36,33,9.8633333329999999
densiflora,ismantorp,27.1,113.139,12.84,189,32,26,7.6333333330000004
densiflora,ismantorp,25.8,83.0525,11.17,189,46,41,6.38
densiflora,ismantorp,25.8,110.5884,13.33,190,43,25,6.1266666670000003
densiflora,ismantorp,26.4,137.396,12.36,186,43,40,7.5733333329999999
densiflora,ismantorp,36,176.1102,13.17,185,59,58,14.74333333
densiflora,ismantorp,35.6,121.7349,14.41,188,33,33,8.3266666669999996
densiflora,ismantorp,22,107.9808,12.26,189,35,35,7.6566666669999996
densiflora,ismantorp,23.7,164.0646,12.68,187,27,25,7.3866666670000001
densiflora,ismantorp,28.6,152.5517,14.53,184,33,30,8.9802280509999992
densiflora,ismantorp,37.6,59.5386,13.56,189,39,38,8.26
densiflora,ismantorp,31.4,99.5072,11.29,189,46,46,7.1766666670000001
densiflora,ismantorp,35.1,126.3557,14.42,189,29,29,11.47
densiflora,ismantorp,41.4,181.0278,12.97,185,43,43,7.39
densiflora,ismantorp,31.4,133.0656,13.49,188,28,23,6.306666667
densiflora,ismantorp,31.5,119.0864,13.07,187,44,35,6.6833333330000002
densiflora,ismantorp,29.2,125.994,14.8,183,15,15,12.12
densiflora,ismantorp,29.1,122.8532,12.69,186,46,41,10.186666669999999
densiflora,ismantorp,28.1,117.279,14.28,187,42,41,10.553333329999999
densiflora,ismantorp,45.3,150.444,13.62,188,54,51,13.21666667
densiflora,ismantorp,42.4,160.8616,16.35,189,50,47,17
densiflora,ismantorp,28.6,151.1073,14.37,188,20,20,11.43333333
densiflora,ismantorp,31.7,110.5488,15.78,187,43,41,12.2
densiflora,ismantorp,30.8,171.6272,14.76,185,27,27,12.14
densiflora,ismantorp,28.5,138.069,14.98,186,34,34,12.53333333
densiflora,ismantorp,34.1,143.961,11.76,182,42,39,6.9166666670000003
densiflora,ismantorp,39.8,189.6032,15.93,183,65,65,10.93
densiflora,ismantorp,38.1,126.7527,13.9,184,50,50,11.403333330000001
densiflora,ismantorp,40.2,186.5976,15.05,180,69,19,6.6986829649999997
densiflora,ismantorp,40.4,117.793,14.93,185,53,50,10.70333333
densiflora,ismantorp,31.1,115.2634,13.72,186,46,27,8.9666666670000001
densiflora,ismantorp,41.9,155.1655,14.11,183,53,46,11.33666667
conopsea,kalkstad,28.8,144.3156,16.61,168,35,29,12.614436919999999
conopsea,kalkstad,25.5,86.7216,14.37,171,19,15,9.3976182290000008
conopsea,kalkstad,38.6,112.4442,16.58,175,33,26,11.58666667
conopsea,kalkstad,34.3,88.773,17.14,175,35,35,10.96
conopsea,kalkstad,43,78.5701,15.95,176,40,37,9.6066666670000007
conopsea,kalkstad,38,115.72,18.27,175,33,27,9.6666666669999994
conopsea,kalkstad,23.2,82.1534,12.18,169,32,19,6.3566666669999998
conopsea,kalkstad,32.1,104,16.1,167,45,38,8.9333333330000002
conopsea,kalkstad,34,113.7232,16.76,175,39,36,11.56666667
conopsea,kalkstad,29.4,102.36,14.59,173,31,25,7.83
conopsea,kalkstad,24,95.4005,13.78,179,16,10,8.056666667
conopsea,kalkstad,29.4,76.266,16.9,178,38,24,10.47638049
conopsea,kalkstad,26.9,92.7424,16.93,173,24,22,23.91
conopsea,kalkstad,26.4,83.4782,15.51,172,26,23,10.47638049
conopsea,kalkstad,18.7,87.464,15.32,175,16,14,11.56
conopsea,kalkstad,24,84.4641,17.52,174,21,15,10.79666667
conopsea,kalkstad,28.4,75.3951,14.91,170,30,25,10.47638049
conopsea,kalkstad,29.8,101.32,16.86,176,32,25,9.7833333329999999
conopsea,kalkstad,33.6,122.3222,9.21,171,12,4,10.633333329999999
conopsea,kalkstad,52.3,121.4157,16.33,175,52,51,10.47638049
conopsea,kalkstad,27.6,93.4372,15.4,172,20,18,11.31
conopsea,kalkstad,25.4,104.2472,16.28,177,17,12,9.6433333329999993
conopsea,kalkstad,22.5,91.4144,17.19,170,29,27,6.55
conopsea,kalkstad,27,98.728,17.43,168,39,37,7.3866666670000001
conopsea,kalkstad,41.1,103.6592,16.82,176,34,32,12.82666667
conopsea,kalkstad,43.5,97.722,15.07,173,39,38,11.15
conopsea,kalkstad,31.2,111.969,14.42,171,21,19,11.36333333
conopsea,kalkstad,46.1,89.5685,18.25,174,44,42,16.010000000000002
conopsea,kalkstad,26.9,83.2708,17.1,172,28,8,4.4800000000000004
conopsea,kalkstad,40.3,81.6024,17.34,173,37,34,10.463333329999999
conopsea,kalkstad,35.3,73.9328,18.46,171,50,40,10.786666670000001
conopsea,kalkstad,24.4,67.1072,12.71,179,4,2,19.3
conopsea,kalkstad,33.1,88.9143,15.99,174,52,50,12.366666670000001
conopsea,kalkstad,23.6,64.5008,16.4,176,28,24,11.01
conopsea,kalkstad,32.1,91.0035,13.51,178,28,22,14.7
conopsea,kalkstad,32.2,61.758,16.96,173,31,24,5.59
conopsea,kalkstad,32.2,98.748,18.05,175,35,29,9.35
conopsea,kalkstad,34.6,112.0896,15.93,176,33,24,15.096666669999999
conopsea,kalkstad,31.4,74.7813,16.03,175,26,17,5.72
conopsea,kalkstad,39.6,111.5336,17.07,174,31,23,11.053333329999999
conopsea,kalkstad,24.2,75.5723,17.96,174,30,24,8.02
conopsea,kalkstad,30.2,57.72,15.53,174,21,16,4.62
conopsea,kalkstad,29.3,103.704,17.17,173,32,28,8.9466666670000006
conopsea,kalkstad,43.9,67.2336,18.36,171,55,52,10.44333333
conopsea,kalkstad,41.6,109.368,15.22,171,42,34,9.8333333330000006
conopsea,kalkstad,32.5,34.7949,14.69,169,18,15,14.94333333
conopsea,kalkstad,34.9,81.3636,17.1,173,27,27,12.72
conopsea,kalkstad,38,83.2128,18.1,170,34,34,12.65666667
conopsea,kalkstad,40.6,96.3623,18.35,174,33,31,16.643333330000001
conopsea,kalkstad,28.2,80.2006,15.55,174,31,26,9.4600000000000009
conopsea,kalkstad,36.3,106.774,14.15,171,46,42,10.45333333
conopsea,kalkstad,36.4,89.6796,17.53,171,30,30,12.27333333
conopsea,kalkstad,27.7,68.3942,16.22,173,13,12,16.07
conopsea,kalkstad,25,57.2285,13.58,174,18,13,10.47638049
conopsea,kalkstad,24.2,81.7665,16,174,19,13,13.116666670000001
conopsea,kalkstad,30.6,94.8378,17.83,176,37,26,10.47638049
conopsea,kalkstad,26.4,88.3801,17.15,173,18,17,7.72
conopsea,kalkstad,20.6,73.4425,13.76,175,17,10,5.54
conopsea,kalkstad,37.5,71.5399,15.85,171,46,44,10.029999999999999
conopsea,kalkstad,39,81.3564,16.54,172,36,31,9.66
conopsea,kalkstad,26.1,73.34,19.48,172,24,22,7.89
conopsea,kalkstad,32.4,53.1286,19.07,172,31,31,8.3333333330000006
conopsea,kalkstad,24.5,71.4618,16.63,179,14,7,4.693333333
conopsea,kalkstad,39.5,144.3,16.67,180,33,33,15.893333330000001
conopsea,kalkstad,28.4,97.7226,19.66,180,34,29,12.42333333
conopsea,kalkstad,32.1,78.4128,13.23,171,20,17,6.806666667
conopsea,kalkstad,26.4,84.3115,15.35,175,20,16,8.58
conopsea,kalkstad,26.5,74.0592,14.67,176,42,39,9.9666666670000001
conopsea,kalkstad,19.8,73.8342,16.43,173,31,26,5.9666666670000001
conopsea,kalkstad,27,85.9418,15.71,178,28,22,12.2
conopsea,kalkstad,22.7,91.341,16.64,172,18,16,14.74333333
conopsea,kalkstad,35.1,54.6845,16.82,174,27,20,4.8833333330000004
conopsea,kalkstad,19.4,55.4265,14.95,171,28,13,7.98
conopsea,kalkstad,35.1,95.8485,19.83,172,39,37,7.3833333330000004
conopsea,kalkstad,33.4,72.995,13.3,176,41,32,12.096666669999999
conopsea,kalkstad,34.3,98.8125,17.2,176,32,18,13.17
conopsea,kalkstad,34.3,88.722,16.44,173,24,19,4.9166666670000003
conopsea,kalkstad,30,118.0296,18.06,173,32,22,5.9366666669999999
conopsea,kalkstad,27.2,99.6382,16.85,172,46,41,7.0433333329999996
conopsea,kalkstad,34.5,122.084,15.58,172,31,29,7.48
conopsea,kalkstad,32.7,110.7567,15.66,175,23,21,17.013333329999998
conopsea,kalkstad,19.7,64.9649,12.47,175,24,11,5.8166666669999998
conopsea,kalkstad,30,65.5385,17.1,173,22,20,6.3433333330000004
conopsea,kalkstad,31.8,108.609,16.96,174,23,21,14.596666669999999
conopsea,kalkstad,30,86.9976,18.21,178,28,24,15.02
conopsea,kalkstad,35,112.4585,13.63,181,45,37,16.510000000000002
conopsea,kalkstad,37.5,67.2782,18.24,172,29,27,12.80666667
conopsea,kvinneby,24.5,142.05,15.95,163,11,11,18.15952558
conopsea,kvinneby,33.8,94.6827,15.7,167,32,26,13.88259959
conopsea,kvinneby,21.1,83.0328,14.81,168,26,11,7.3225508059999997
conopsea,kvinneby,29,144.0576,16.08,159,43,43,15.37792876
conopsea,kvinneby,22.8,54.7976,16.43,169,17,11,9.8122805159999995
conopsea,kvinneby,26.5,128.7563,17.58,164,34,31,10.62728918
conopsea,kvinneby,20.2,113.025,13.19,163,30,26,11.17808881
conopsea,kvinneby,20.2,78.5196,15.92,169,33,29,10.71
conopsea,kvinneby,24.6,132.8975,13.81,166,33,33,13.493329040000001
conopsea,kvinneby,16.7,87.552,12.89,164,23,20,6.8315314980000004
conopsea,kvinneby,20.3,114.0894,15.4,168,13,13,11.19988755
conopsea,kvinneby,34.3,125.541,13.97,171,52,44,11.9925
conopsea,kvinneby,32.2,91.531,14.98,165,32,32,13.3475
conopsea,kvinneby,23.5,99.5193,14.74,161,21,19,9.2066086439999992
conopsea,kvinneby,26.6,156.8184,18.02,163,33,29,7.3949999999999996
conopsea,kvinneby,25,109.0194,15.56,167,20,16,10.15242647
conopsea,kvinneby,15.6,125.367,20.79,167,16,15,9.2348660779999996
conopsea,kvinneby,20.2,138.8979,15.04,166,22,21,8.1875
conopsea,kvinneby,29.8,115.4816,18.09,160,60,54,18.241789170000001
conopsea,kvinneby,22.4,111.1088,15.82,163,37,33,10.11900045
conopsea,kvinneby,23.6,145.5032,14.62,170,21,16,6.9966666670000004
conopsea,kvinneby,33.9,134.8984,16.62,167,32,32,10.256909419999999
conopsea,kvinneby,26,143.0328,16.36,167,33,17,20.396666669999998
conopsea,kvinneby,23.5,129.2053,17.52,164,51,34,9.4600000000000009
conopsea,kvinneby,19.8,100.8994,14.84,163,34,17,7.3680670920000004
conopsea,kvinneby,20.2,102.3198,17.3,169,21,16,8.3966666669999999
conopsea,kvinneby,18.5,98.0445,16.03,169,26,23,5.79
conopsea,kvinneby,21.3,131.8131,15.39,165,37,36,5.4633333329999996
conopsea,kvinneby,17.9,122.67,16.87,168,20,18,6.7433333329999998
conopsea,kvinneby,23.5,131.6237,15.69,168,29,17,6.6220220220000003
conopsea,kvinneby,19.9,150.2064,17.21,169,23,19,11.43333333
conopsea,kvinneby,31.5,142.2044,17.59,166,43,41,6.4133333329999997
conopsea,kvinneby,24.6,128.6712,18.42,167,44,22,7.2427207579999999
conopsea,kvinneby,21.2,99.4378,12.93,168,28,18,5.5120506389999999
conopsea,kvinneby,22.7,112.1883,16.19,166,29,28,6.86
conopsea,kvinneby,29.8,104.814,15.63,167,37,33,7.37
conopsea,kvinneby,32.1,84.1976,16.75,168,25,15,7.0061221460000001
conopsea,kvinneby,28.9,64.1024,14.86,175,47,36,8.8933333329999993
conopsea,kvinneby,21.3,83.5347,14.71,172,34,30,7.2033333329999998
conopsea,kvinneby,21.2,67.0502,15.28,172,35,23,5.75
conopsea,kvinneby,22,121.3672,14.08,168,39,25,6.8033333330000003
conopsea,kvinneby,18.9,77.72,15.55,170,28,11,3.4366666669999999
conopsea,kvinneby,14,75.4221,13.75,170,36,33,10.106666669999999
conopsea,kvinneby,26.4,90.2086,13.22,170,40,33,11.74
conopsea,kvinneby,24.1,87.2715,17.21,172,15,13,11.44333333
conopsea,kvinneby,24,115.2756,13.41,169,39,29,7.0904949989999997
conopsea,kvinneby,20.3,90.0458,15.38,170,33,31,9.5833333330000006
conopsea,kvinneby,22.4,69.324,16.86,172,16,15,6.81
conopsea,kvinneby,19.5,81.9854,16.07,170,28,24,8.41
conopsea,kvinneby,29.6,122.9877,14.72,169,34,27,8.2284935249999993
conopsea,kvinneby,21.9,71.019,14.45,169,33,31,13.12
conopsea,kvinneby,21.3,99.3168,15.96,166,33,32,16.00230273
conopsea,kvinneby,21.3,40.986,12.2,165,32,21,12.20500343
conopsea,kvinneby,9.5,48.7485,12.72,172,16,8,2.96
conopsea,kvinneby,27,75.691,11.5,166,32,17,9.1894842170000004
conopsea,kvinneby,38.1,116.5563,15.17,169,43,37,8.3233333330000008
conopsea,kvinneby,30.6,109.1793,14.66,169,38,32,6.6266666670000003
conopsea,kvinneby,19.7,81.1538,14.28,171,34,25,12.557665979999999
conopsea,kvinneby,23.6,94.6647,14.14,169,20,18,7.993681273
conopsea,kvinneby,27.1,101.479,13.61,168,39,37,8.43
conopsea,kvinneby,21.6,54.5265,10.09,164,36,12,7.3566666669999998
conopsea,kvinneby,30.4,126.84,16.67,172,44,35,9.1066666670000007
conopsea,kvinneby,28.2,95.1225,14.51,166,39,35,12.680860190000001
conopsea,kvinneby,27.9,104.878,13.88,169,26,13,7.2833333329999999
conopsea,kvinneby,25.5,59.2668,13.2,172,43,37,8.18
conopsea,kvinneby,31.7,118.818,14.56,169,24,18,6.73
conopsea,kvinneby,35.2,150.0734,17.87,168,47,44,6.5372132250000003
conopsea,kvinneby,18.8,119.952,12.65,172,32,18,5.6366666670000001
conopsea,kvinneby,22.6,100.9746,14.45,168,34,25,7.7628482390000002
conopsea,kvinneby,25.7,81.5994,15.23,171,17,14,13.001617449999999
conopsea,kvinneby,32.8,127.8564,15.71,168,36,34,11.01
conopsea,kvinneby,24.1,121.499,13.86,170,31,18,14.956666670000001
conopsea,kvinneby,30.2,116.512,16.91,169,46,42,15.133067329999999
conopsea,kvinneby,28.4,114.2914,16.81,169,52,47,16.751101680000001
conopsea,kvinneby,23.5,39.8187,12.54,163,26,16,9.310712616
conopsea,kvinneby,25.4,52.2453,10.43,163,51,49,14.932843139999999
conopsea,kvinneby,21.7,79.5945,15.93,171,15,14,8.8666666670000005
conopsea,kvinneby,26,86.7888,13.68,171,35,26,10.32666667
conopsea,kvinneby,28.1,73.0542,16.06,162,37,33,19.07481585
conopsea,kvinneby,20.5,100.5872,12.75,162,47,22,13.70606596
conopsea,kvinneby,21.6,74.3002,13.61,166,38,15,4.5096027940000001
conopsea,kvinneby,20,42.3255,11.55,163,42,19,10.476433310000001
conopsea,kvinneby,23.1,71.364,13.72,160,40,26,14.90426321
conopsea,langlot,24.1,98.5872,15.03,170,48,44,12.11001158
conopsea,langlot,22.5,123.54,14.67,169,37,36,12.43333333
conopsea,langlot,15.7,121.3986,16.36,177,9,5,10.66
conopsea,langlot,22.1,104.481,15.11,175,15,11,9.3233333330000008
conopsea,langlot,32.4,91.1904,16.99,176,35,35,10.686666669999999
conopsea,langlot,35.9,61.32,16.29,176,13,11,9.8666666670000005
conopsea,langlot,22.3,83.028,13.2,169,19,18,5.34
conopsea,langlot,31.8,82.6248,12.63,169,35,23,11.10306956
conopsea,langlot,25.4,129.0515,16.68,174,29,28,13.17
conopsea,langlot,34.7,148.7904,13.37,171,50,48,9.0866666669999994
conopsea,langlot,29.7,118.0848,15.78,178,17,13,9.7566666669999993
conopsea,langlot,28.2,115.024,14.25,168,22,10,15.983333330000001
conopsea,langlot,11.8,129.0645,10.96,169,16,0,NA
conopsea,langlot,35.5,113.49,18.05,172,22,22,23.223333329999999
conopsea,langlot,28.4,121.3575,14.18,178,22,20,14.47
conopsea,langlot,22,63.6665,9.45,181,8,1,3.62
conopsea,langlot,27,83.6676,14.66,183,36,0,NA
conopsea,langlot,24.4,128.0884,16.53,170,32,21,5.7507552349999997
conopsea,langlot,30.2,68.306,15.13,177,37,16,6.86
conopsea,langlot,18.3,93.3198,13.77,172,31,28,7.0066666670000002
conopsea,langlot,19.6,146.8635,15.03,169,53,51,6.6666666670000003
conopsea,langlot,29.5,121.8152,15.12,170,34,31,10.169356199999999
conopsea,langlot,33.2,157.6834,16.95,165,26,19,12.66801051
conopsea,langlot,26.3,87.8416,13.71,172,40,11,7.23
conopsea,langlot,29.1,128.3908,14.62,171,26,17,8.9
conopsea,langlot,25,91.0296,19.14,176,15,7,9.7666666670000009
conopsea,langlot,23.9,127.7287,14.58,171,44,44,10.475
conopsea,langlot,17,66.6816,13.05,180,17,12,3.0449999999999999
conopsea,langlot,28.6,123.728,15.16,184,42,38,13.59
conopsea,langlot,14.3,82.1878,13.88,172,9,4,9.2663159020000005
conopsea,langlot,37.5,95.2515,17.45,179,28,20,7.9666666670000001
conopsea,langlot,30.1,145.928,14.12,170,36,31,16.196666669999999
conopsea,langlot,25.5,70.4704,14.59,177,29,13,7.61
conopsea,langlot,37.4,144.71,18.85,182,30,29,8.1566666669999996
conopsea,langlot,27.6,95.3258,13.75,171,51,47,10.299592710000001
conopsea,langlot,18.3,58.5312,16.45,169,19,19,9.6166666670000005
conopsea,langlot,21.5,84.0392,13.6,171,28,24,7.3866666670000001
conopsea,langlot,31.7,100.9449,13.65,180,48,34,8.44
conopsea,langlot,21.5,84.9744,15.02,179,16,3,5.18
conopsea,langlot,24.1,96.566,14.92,175,28,26,7.9133333329999997
conopsea,langlot,18.9,96.9848,10.87,171,23,21,4.5866666670000003
conopsea,langlot,32.7,106.782,17.58,166,60,51,12.453172929999999
conopsea,langlot,22.5,75.6024,13.38,169,36,27,10.299592710000001
conopsea,langlot,31.8,107.5668,13.02,166,32,7,14.44744841
conopsea,langlot,26.3,93.8119,15.26,167,25,19,12.74
conopsea,langlot,31,105.5943,15.15,176,29,23,13.373333329999999
conopsea,langlot,31.5,120.7899,15.73,170,24,22,13.48577719
conopsea,langlot,22.9,109.4926,16.89,165,30,30,12.16333333
conopsea,langlot,37.7,97.1609,14.17,170,35,17,14.49
conopsea,langlot,31.6,135.4251,13.02,170,27,22,16.583333329999999
conopsea,langlot,29.8,171.462,16.63,172,45,45,18.11333333
conopsea,langlot,25.8,58.497,13.77,172,43,12,9.2060738610000001
conopsea,langlot,14,87.0584,12.74,178,16,3,5.6066666669999998
conopsea,langlot,24.5,75.3768,14.17,170,38,31,9.6552252979999995
conopsea,langlot,37.1,72.1809,16.03,174,39,36,12.133333329999999
conopsea,langlot,25,99.3032,14.5,175,31,30,9.7666666670000009
conopsea,langlot,19.6,97.1456,14.64,173,30,27,7.41
conopsea,langlot,30.4,73.7722,12.81,175,34,31,10.47
conopsea,langlot,27.6,111.9186,16.92,171,37,36,10.563333330000001
conopsea,langlot,31.5,52.722,12.51,173,31,23,8.4366666670000008
conopsea,langlot,30.3,140.3534,14.69,171,33,32,11.994999999999999
conopsea,langlot,25,83.125,12.49,173,34,9,7.0564265190000004
conopsea,langlot,28,107.9892,15.49,161,40,33,13.72015289
conopsea,langlot,22.1,116.809,16.73,167,37,25,11.859217579999999
conopsea,langlot,26.2,95.7859,14.62,172,31,30,6.3833333330000004
conopsea,langlot,28.2,102.0936,12.8,170,27,23,12.64
conopsea,langlot,35,81.4328,14.03,175,45,35,9.1433333329999993
conopsea,langlot,17.5,104.1822,12.22,182,25,4,5.8433333330000004
conopsea,langlot,16.7,80.9944,12.4,169,25,16,4.68
conopsea,langlot,23.2,94.1493,13.61,168,35,33,5.38
conopsea,langlot,17.1,69.8984,10.59,173,22,14,9.0298626290000001
conopsea,langlot,21.4,66.2796,13.35,173,32,31,6.8925000000000001
conopsea,langlot,30.5,141.636,15.8,160,46,27,10.82289117
conopsea,langlot,15.9,82.5316,12.55,162,20,7,6.3401193280000001
conopsea,langlot,22.9,86.7744,17.26,172,23,18,8.2733333330000001
conopsea,langlot,28.2,123.192,15.4,164,36,31,6.2266666669999999
conopsea,langlot,23.3,72.336,14.75,176,39,35,10.40666667
conopsea,langlot,40.8,120.6625,15.81,180,26,24,18.61
conopsea,langlot,28.7,88.6998,14.16,171,36,36,17.553333330000001
conopsea,langlot,36.6,83.5944,13.36,183,22,13,8.3733333329999997
conopsea,langlot,23.1,102.306,14.88,171,28,23,7.483333333
conopsea,langlot,22.5,63.535,14.34,179,27,8,4.7010705770000003
conopsea,langlot,38.5,118.0942,16.67,175,28,27,12.34
conopsea,langlot,23.9,106.7632,14.35,173,23,18,11.8
conopsea,langlot,23.5,64.4272,13.38,172,18,17,9.4166666669999994
conopsea,langlot,33.7,98.7266,15.64,173,32,30,5.77
conopsea,langlot,25.5,69.8972,15.61,173,30,27,10.96
conopsea,langlot,37.1,183.9375,17.54,169,50,45,16.556666669999998
conopsea,langlot,31,110.6,15.91,170,46,43,12.073333330000001
conopsea,langlot,33.4,81.4062,13.44,172,34,30,8.4166666669999994
conopsea,langlot,23,64.349,14.08,169,29,28,13.77512387
conopsea,langlot,27.9,142.7748,14.96,172,46,42,13.95
conopsea,langlot,28,90.7081,15.87,172,44,39,13.69
conopsea,langlot,26.2,66.5576,17.08,178,32,15,7.9533333329999998
conopsea,langlot,27.2,131.224,15.31,173,27,26,19.72666667
conopsea,langlot,28.8,123.5697,16.35,171,39,35,11.79666667
conopsea,langlot,31.4,71.6,15.15,175,42,38,13.483333330000001
conopsea,langlot,23.2,101.454,13.87,172,51,44,6.7633333330000003
conopsea,langlot,26.2,108.5644,11.9,173,28,25,7.5133333330000003
conopsea,langlot,24.2,86.7152,16.91,176,33,11,5.36
conopsea,langlot,24.2,83.5088,15.98,182,21,20,8.16
conopsea,langlot,39.9,82.4964,12.73,172,32,28,13.126666670000001
conopsea,langlot,17.5,131.5295,16.32,169,28,7,7.0914037209999998
conopsea,langlot,28.6,111.4747,14.54,178,49,43,14.99666667
conopsea,langlot,19.8,104.085,12.64,167,11,0,NA
conopsea,melosa,20.5,124.025,14.06,166,32,28,13.45333333
conopsea,melosa,20.7,115.6102,15.24,170,27,23,9.9166666669999994
conopsea,melosa,31.4,80.8824,13.91,173,39,27,11.380451170000001
conopsea,melosa,24.9,114.0828,11.37,166,17,6,5.9366666669999999
conopsea,melosa,14.5,95.304,16.55,169,21,8,9.3533333330000001
conopsea,melosa,21.7,122.58,15.09,170,48,32,8.11
conopsea,melosa,12.1,71.456,12,163,14,0,NA
conopsea,melosa,15.8,87.463,14.02,170,24,0,NA
conopsea,melosa,20.5,115.8072,17.12,172,58,49,21.98
conopsea,melosa,28.2,84.0378,12.68,170,44,30,8.5399999999999991
conopsea,melosa,17,102.5136,12.58,169,46,22,8.7333333329999991
conopsea,melosa,14,107.3088,11.79,175,35,11,6.2733333330000001
conopsea,melosa,23.2,102.4443,13,169,33,0,NA
conopsea,melosa,17.2,118.5507,15.83,171,67,40,11.463333329999999
conopsea,melosa,17.8,76.9405,12.4,161,24,21,11.87769016
conopsea,melosa,17.4,113.948,13.23,163,20,8,11.171679989999999
conopsea,melosa,25,86.1328,14.42,173,33,23,10.313333330000001
conopsea,melosa,19.8,144.3354,13.91,171,30,0,NA
conopsea,melosa,20.6,107.0554,13.73,181,33,25,11.82666667
conopsea,melosa,10.5,84.2616,13.37,171,15,9,7.3766666670000003
conopsea,melosa,22.6,130.9542,15.64,164,47,40,12.653333330000001
conopsea,melosa,31.3,166.0892,15.84,170,36,34,16.966666669999999
conopsea,melosa,19.8,187.0583,18.35,175,46,40,23.95
conopsea,melosa,24,136.6537,17.22,173,33,30,12.88666667
conopsea,melosa,25.5,144.2986,14.44,170,48,44,11.75333333
conopsea,melosa,21.9,118.6684,13.43,175,29,27,13.82666667
conopsea,melosa,30.8,120.6885,15.02,169,38,28,14.56
conopsea,melosa,22.9,120.1593,15.07,171,50,47,13.90666667
conopsea,melosa,20.5,115.0887,14.69,172,55,25,6.15
conopsea,melosa,35.2,158.0936,16.43,173,73,67,20.236666670000002
conopsea,melosa,31.1,141.4818,16.86,172,66,65,25.633333329999999
conopsea,melosa,25.1,123.942,15.61,174,53,39,13.313333330000001
conopsea,melosa,29.5,146.8948,16.54,170,42,41,12.266666669999999
conopsea,melosa,26.2,116.18,15.71,170,52,32,20.88666667
conopsea,melosa,18.7,110.9895,11.3,170,40,25,6.596666667
conopsea,melosa,26.9,123.5154,14.44,177,47,45,16.2
conopsea,melosa,18.5,104.8234,16.2,175,46,41,12.22666667
conopsea,melosa,27.3,145.502,17.91,170,39,38,11.14666667
conopsea,melosa,29.2,113.7444,13.17,170,55,29,9.9333333330000002
conopsea,melosa,12.1,90.6393,14.08,166,32,14,8.5933333330000004
conopsea,melosa,14.9,92.8916,16.79,168,21,12,8.6566666669999996
conopsea,melosa,15.9,97.0735,14.24,166,19,7,7.57
conopsea,melosa,19.3,129.0015,14.12,161,31,18,10.328824559999999
conopsea,melosa,12.2,68.5952,13.17,170,17,6,5.1561952030000002
conopsea,melosa,11.2,96.393,13.75,164,25,11,6.8450356550000002
conopsea,melosa,16,95.656,14.23,173,32,23,7.22
conopsea,melosa,10.9,116.213,11.67,174,23,5,12.177075869999999
conopsea,melosa,25.2,112.1466,15.82,175,53,46,21.986666670000002
conopsea,melosa,21.7,108.8472,13.99,175,32,27,10.96
conopsea,melosa,13.5,130.1112,14.63,166,21,9,11.81511587
conopsea,melosa,23.5,85.8546,15.48,172,40,33,7.6833333330000002
conopsea,melosa,19.4,113.8656,15.1,165,18,15,10.175184829999999
conopsea,melosa,26,59.961,13.32,164,42,23,14.98956544
