region,host_plant,patry,sex,body_length_mm,ovipositor_length_mm,wing_length_mm,wing_width_mm,melanized_percent,baltic
lithuania,oleraceum,allopatry,male,4.19,NA,4.574257426,2.148514851,63.65055934,east
lithuania,oleraceum,allopatry,female,4.37,1.51,4.776699029,2.300970874,60.2639526,east
lithuania,oleraceum,allopatry,male,4.47,NA,4.475247525,2.198019802,63.38249707,east
lithuania,oleraceum,allopatry,male,4.6,NA,4.473684211,2.2,58.65071489,east
lithuania,oleraceum,allopatry,female,4.79,1.76,4.895348837,2.302325581,55.0851986,east
lithuania,oleraceum,allopatry,male,4.71,NA,4.891089109,2.257425743,63.65435428,east
lithuania,oleraceum,allopatry,female,4.89,1.64,5.063157895,2.294736842,54.15676104,east
lithuania,oleraceum,allopatry,female,4.35,1.54,4.891089109,2.267326733,64.42745293,east
lithuania,oleraceum,allopatry,male,5.16,NA,5.082474227,2.319587629,51.8352086,east
lithuania,oleraceum,allopatry,female,5.03,2.05,5.042553191,2.489361702,52.98269456,east
lithuania,oleraceum,allopatry,male,4.82,NA,4.916666667,2.15625,53.69253621,east
lithuania,oleraceum,allopatry,female,4.93,1.68,5.01,2.42,66.69835799,east
lithuania,oleraceum,allopatry,male,4.23,NA,4.646464646,2.212121212,68.68729808,east
lithuania,oleraceum,allopatry,female,4.42,1.53,5.642857143,2.418367347,64.78976478,east
lithuania,oleraceum,allopatry,female,4.46,1.79,5.06185567,2.257731959,52.62647392,east
lithuania,oleraceum,allopatry,male,4.51,NA,4.968421053,2.2,54.24621118,east
lithuania,oleraceum,allopatry,female,4.83,1.72,5.252631579,2.505263158,51.4983703,east
lithuania,oleraceum,allopatry,male,4.42,NA,4.964467005,2.263959391,64.68042195,east
lithuania,oleraceum,allopatry,female,4.9,1.68,5.070707071,2.393939394,64.99969092,east
lithuania,oleraceum,allopatry,male,4.88,NA,5.052631579,2.273684211,58.88261066,east
lithuania,oleraceum,allopatry,female,4.59,1.7,5.117021277,2.255319149,55.66379871,east
sweden_south,oleraceum,sympatry,male,4.43,NA,4.78,2.27,60.34714778,west
sweden_south,oleraceum,sympatry,female,4.62,1.61,5.245098039,2.352941176,60.42816802,west
sweden_south,oleraceum,sympatry,male,3.81,NA,4.104166667,1.885416667,59.17879528,west
sweden_south,oleraceum,sympatry,male,4.03,NA,4.45,2.04,55.50549102,west
sweden_south,oleraceum,sympatry,female,4.19,1.49,4.591836735,2.020408163,49.92497291,west
sweden_south,oleraceum,sympatry,male,3.81,NA,4.137254902,1.931372549,61.7453505,west
sweden_south,oleraceum,sympatry,female,4.59,1.91,4.472361809,2.150753769,58.78677128,west
sweden_south,oleraceum,sympatry,female,4.05,1.72,4.343434343,1.95959596,60.46480467,west
sweden_south,oleraceum,sympatry,male,4.62,NA,4.78125,2.135416667,54.24841014,west
sweden_south,oleraceum,sympatry,female,4.47,1.67,5.092783505,2.18556701,49.39040208,west
sweden_south,oleraceum,sympatry,male,4.68,NA,4.806122449,2.132653061,53.01389246,west
sweden_south,oleraceum,sympatry,female,3.73,1.62,4.222222222,1.96969697,59.06847534,west
sweden_south,oleraceum,sympatry,male,4.62,NA,4.79,2.27,57.04853197,west
sweden_south,oleraceum,sympatry,female,4.67,1.7,4.808080808,2.383838384,58.91823405,west
sweden_south,oleraceum,sympatry,male,4.14,NA,4.707070707,2.02020202,48.19728594,west
sweden_south,oleraceum,sympatry,female,4.3,1.76,5.005128205,2.143589744,52.37138961,west
sweden_south,oleraceum,sympatry,male,4.17,NA,4.781725888,1.989847716,47.43430313,west
sweden_south,oleraceum,sympatry,female,4.48,1.74,4.95,2.29,58.91673421,west
sweden_south,oleraceum,sympatry,male,3.89,NA,4.721311475,2.25136612,61.8148805,west
sweden_south,oleraceum,sympatry,female,4.62,1.58,4.91,2.28,57.01982002,west
sweden_south,oleraceum,sympatry,male,4.27,NA,4.762886598,2.06185567,48.62779446,west
sweden_south,oleraceum,sympatry,female,3.79,1.48,4.505154639,2.020618557,45.14393369,west
sweden_south,oleraceum,sympatry,male,4.01,NA,4.535353535,2.050505051,61.76564284,west
sweden_south,oleraceum,sympatry,female,3.8,1.55,4.623762376,2.138613861,58.21728031,west
sweden_south,oleraceum,sympatry,male,4.36,NA,4.785714286,1.969387755,51.46702091,west
sweden_south,oleraceum,sympatry,female,4.75,1.59,5.051020408,2.214285714,48.59820739,west
sweden_south,oleraceum,sympatry,male,3.73,NA,3.98989899,1.848484848,63.69400626,west
sweden_south,oleraceum,sympatry,female,4.07,1.47,4.393939394,2.03030303,64.2064066,west
sweden_south,oleraceum,sympatry,male,41.2,NA,4.303030303,2.04040404,68.18213719,west
sweden_south,oleraceum,sympatry,female,3.85,1.56,4.574257426,2.118811881,61.62613421,west
sweden_south,oleraceum,sympatry,female,4.39,NA,4.9,2.31,59.28366024,west
sweden_south,oleraceum,sympatry,male,4.25,NA,4.39,2.02,60.66419429,west
sweden_south,oleraceum,sympatry,male,4.1,NA,4.97979798,2.111111111,59.84036657,west
sweden_south,oleraceum,sympatry,female,4.42,1.56,4.979591837,2.326530612,62.82587884,west
sweden_south,oleraceum,sympatry,male,3.89,NA,4.31,1.89,61.69582898,west
sweden_south,oleraceum,sympatry,male,4.14,NA,4.542713568,2.120603015,60.369247,west
sweden_south,oleraceum,sympatry,female,3.85,NA,4.87,2.17,57.80756071,west
sweden_south,oleraceum,sympatry,male,3.76,NA,4.3,1.92,66.30529632,west
sweden_south,oleraceum,sympatry,female,4.12,1.47,4.693069307,2.178217822,63.27621593,west
sweden_south,oleraceum,sympatry,female,3.96,1.38,4.572916667,2,53.59649937,west
sweden_south,oleraceum,sympatry,male,4.5,NA,4.78125,1.979166667,51.33046585,west
sweden_south,oleraceum,sympatry,female,4.85,1.74,4.757894737,2.2,49.33381251,west
sweden_south,oleraceum,sympatry,male,4.37,NA,4.7960199,2.139303483,53.67643526,west
sweden_south,oleraceum,sympatry,female,3.99,1.39,4.264705882,2.029411765,58.57399006,west
sweden_south,oleraceum,sympatry,female,4.32,1.47,4.5,2.104166667,52.4414091,west
sweden_south,oleraceum,sympatry,male,3.97,NA,4.25,1.833333333,52.7015339,west
sweden_south,oleraceum,sympatry,female,4.31,1.4,4.8,2.094736842,52.20356177,west
sweden_south,oleraceum,sympatry,female,3.43,1.37,4.029126214,1.796116505,63.49320439,west
sweden_south,oleraceum,sympatry,female,4.02,1.45,4.475247525,1.95049505,59.35153061,west
sweden_south,oleraceum,sympatry,male,3.92,NA,4.381443299,1.835051546,58.10813095,west
sweden_south,oleraceum,sympatry,female,4.67,1.64,4.572916667,2.177083333,53.82936941,west
sweden_south,oleraceum,sympatry,female,4.56,1.53,4.896907216,2.288659794,52.02147072,west
sweden_south,oleraceum,sympatry,male,4.03,NA,4,1.960199005,63.95827188,west
sweden_south,oleraceum,sympatry,male,4.25,NA,4.489583333,1.979166667,55.25516594,west
sweden_south,oleraceum,sympatry,female,4.74,1.76,4.513089005,2.240837696,56.02802348,west
sweden_south,oleraceum,sympatry,male,4.21,NA,4.55721393,1.990049751,61.13559691,west
sweden_south,oleraceum,sympatry,female,4.17,1.49,44.1,2.06,65.44440123,west
sweden_south,oleraceum,sympatry,male,4.03,NA,4.097087379,1.980582524,62.30042756,west
sweden_south,oleraceum,sympatry,male,4.54,NA,4.49,1.98,53.55997987,west
sweden_south,oleraceum,sympatry,female,4.15,1.44,4.291666667,1.947916667,57.64799102,west
sweden_south,oleraceum,sympatry,female,4.69,1.63,4.523076923,2.143589744,56.40934844,west
sweden_south,oleraceum,sympatry,male,3.9,NA,4.254901961,1.980392157,63.32123362,west
sweden_south,oleraceum,sympatry,female,4.29,1.62,5,2.195876289,51.69314048,west
sweden_south,oleraceum,sympatry,male,4.43,NA,4.83,2.36,55.97091968,west
sweden_south,oleraceum,sympatry,female,4.1,1.32,4.851485149,2.207920792,62.22631705,west
sweden_south,oleraceum,sympatry,male,46.6,NA,4.551020408,2.06122449,52.07831198,west
sweden_south,oleraceum,sympatry,female,4.73,1.58,4.745945946,2.12972973,51.88558102,west
sweden_south,oleraceum,sympatry,male,4.2,NA,4.489361702,2.010638298,50.90931875,west
sweden_south,oleraceum,sympatry,female,4.07,1.38,4.1632653060000004,1.816326531,55.94684616,west
sweden_south,oleraceum,sympatry,male,4.61,NA,4.305263158,2.0736842110000002,53.14100537,west
sweden_south,oleraceum,sympatry,female,3.93,1.36,42.59067358,1.865284974,46.23782155,west
